Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt,SOC
11/28/2018 4:31:18 AM,22,DCH,09:08.4,51:00.0,0,0,LG_HG2_NN_Char,3.77336,-0.15325,-0.73611,-1.19429,-4.74314,13,41.36036975
11/28/2018 4:32:18 AM,22,DCH,10:08.4,52:00.0,0,0,LG_HG2_NN_Char,3.77251,-0.15325,-0.84127,-1.19682,-4.75271,13,41.25804938
11/28/2018 4:33:18 AM,22,DCH,11:08.4,53:00.0,0,0,LG_HG2_NN_Char,3.7715,-0.15069,-0.63095,-1.19936,-4.76229,13,41.15572901
11/28/2018 4:34:18 AM,22,DCH,12:08.4,54:00.0,0,0,LG_HG2_NN_Char,3.77066,-0.15069,-0.42063,-1.2019,-4.77186,13,41.05167037
11/28/2018 4:35:18 AM,22,DCH,13:08.4,55:00.0,0,0,LG_HG2_NN_Char,3.76998,-0.15325,-0.21032,-1.20444,-4.78142,13,40.94935
11/28/2018 4:36:18 AM,22,DCH,14:08.4,56:00.0,0,0,LG_HG2_NN_Char,3.76914,-0.15069,-0.73611,-1.20697,-4.79098,13,40.84529136
11/28/2018 4:37:18 AM,22,DCH,15:08.4,57:00.0,0,0,LG_HG2_NN_Char,3.76813,-0.15325,-0.94643,-1.20951,-4.80052,13,40.74123272
11/28/2018 4:38:18 AM,22,DCH,16:08.4,58:00.0,0,0,LG_HG2_NN_Char,3.76729,-0.15325,-0.84127,-1.21203,-4.81005,13,40.63891235
11/28/2018 4:39:18 AM,22,DCH,17:08.4,59:00.0,0,0,LG_HG2_NN_Char,3.76628,-0.15069,-0.63095,-1.21457,-4.8196,13,40.5348537
11/28/2018 4:40:18 AM,22,DCH,18:08.4,00:00.0,0,0,LG_HG2_NN_Char,3.76543,-0.15325,-0.52579,-1.21711,-4.82916,13,40.43253333
11/28/2018 4:41:18 AM,22,DCH,19:08.4,01:00.0,0,0,LG_HG2_NN_Char,3.76459,-0.15069,-0.42063,-1.21965,-4.83872,13,40.32847469
11/28/2018 4:42:18 AM,22,DCH,20:08.4,02:00.0,0,0,LG_HG2_NN_Char,3.76392,-0.15325,-0.31548,-1.22218,-4.84824,13,40.22441605
11/28/2018 4:43:18 AM,22,DCH,21:08.4,03:00.0,0,0,LG_HG2_NN_Char,3.76307,-0.15325,-0.63095,-1.22471,-4.85778,13,40.12035741
11/28/2018 4:44:18 AM,22,DCH,22:08.4,04:00.0,0,0,LG_HG2_NN_Char,3.76206,-0.15325,-0.73611,-1.22725,-4.86732,13,40.01803704
11/28/2018 4:45:18 AM,22,DCH,23:08.4,05:00.0,0,0,LG_HG2_NN_Char,3.76122,-0.15069,-0.63095,-1.22978,-4.87686,13,39.91571667
11/28/2018 4:46:18 AM,22,DCH,24:08.4,06:00.0,0,0,LG_HG2_NN_Char,3.76038,-0.15069,-0.52579,-1.23232,-4.88639,13,39.8133963
11/28/2018 4:47:18 AM,22,DCH,25:08.4,07:00.0,0,0,LG_HG2_NN_Char,3.75953,-0.15069,-0.42063,-1.23485,-4.89593,13,39.70933765
11/28/2018 4:48:18 AM,22,DCH,26:08.4,08:00.0,0,0,LG_HG2_NN_Char,3.75869,-0.15325,-0.52579,-1.23739,-4.90545,13,39.60527901
11/28/2018 4:49:18 AM,22,DCH,27:08.4,09:00.0,0,0,LG_HG2_NN_Char,3.75785,-0.15325,-0.73611,-1.23992,-4.91499,13,39.50122037
11/28/2018 4:50:18 AM,22,DCH,28:08.4,10:00.0,0,0,LG_HG2_NN_Char,3.75701,-0.15325,-0.73611,-1.24246,-4.92452,13,39.39716173
11/28/2018 4:51:18 AM,22,DCH,29:08.4,11:00.0,0,0,LG_HG2_NN_Char,3.75599,-0.15325,-0.52579,-1.245,-4.93404,13,39.29484136
11/28/2018 4:52:18 AM,22,DCH,30:08.4,12:00.0,0,0,LG_HG2_NN_Char,3.75532,-0.15069,-0.42063,-1.24753,-4.94357,13,39.19252099
11/28/2018 4:53:18 AM,22,DCH,31:08.4,13:00.0,0,0,LG_HG2_NN_Char,3.75448,-0.15069,-0.52579,-1.25006,-4.95305,13,39.09020062
11/28/2018 4:54:18 AM,22,DCH,32:08.4,14:00.0,0,0,LG_HG2_NN_Char,3.75363,-0.15069,-0.63095,-1.25259,-4.96257,13,38.98788025
11/28/2018 4:55:18 AM,22,DCH,33:08.4,15:00.0,0,0,LG_HG2_NN_Char,3.75279,-0.15069,-0.73611,-1.25513,-4.97207,13,38.8838216
11/28/2018 4:56:18 AM,22,DCH,34:08.4,16:00.0,0,0,LG_HG2_NN_Char,3.75178,-0.15325,-0.63095,-1.25767,-4.9816,13,38.77976296
11/28/2018 4:57:18 AM,22,DCH,35:08.4,17:00.0,0,0,LG_HG2_NN_Char,3.75094,-0.15325,-0.52579,-1.2602,-4.99111,13,38.67570432
11/28/2018 4:58:18 AM,22,DCH,36:08.4,18:00.0,0,0,LG_HG2_NN_Char,3.75009,-0.15325,-0.52579,-1.26274,-5.00062,13,38.57338395
11/28/2018 4:59:18 AM,22,DCH,37:08.4,19:00.0,0,0,LG_HG2_NN_Char,3.74925,-0.15069,-0.63095,-1.26527,-5.01013,13,38.46932531
11/28/2018 5:00:18 AM,22,DCH,38:08.4,20:00.0,0,0,LG_HG2_NN_Char,3.74841,-0.15325,-0.73611,-1.26781,-5.01965,13,38.36700494
11/28/2018 5:01:18 AM,22,DCH,39:08.4,21:00.0,0,0,LG_HG2_NN_Char,3.74757,-0.15069,-0.73611,-1.27034,-5.02914,13,38.2629463
11/28/2018 5:02:18 AM,22,DCH,40:08.4,22:00.0,0,0,LG_HG2_NN_Char,3.74655,-0.15325,-0.63095,-1.27287,-5.03862,13,38.16062593
11/28/2018 5:03:18 AM,22,DCH,41:08.4,23:00.0,0,0,LG_HG2_NN_Char,3.74588,-0.15069,-0.52579,-1.27541,-5.04813,13,38.05656728
11/28/2018 5:04:18 AM,22,DCH,42:08.4,24:00.0,0,0,LG_HG2_NN_Char,3.74487,-0.15325,-0.42063,-1.27794,-5.05759,13,37.95250864
11/28/2018 5:05:18 AM,22,DCH,43:08.4,25:00.0,0,0,LG_HG2_NN_Char,3.74403,-0.15325,-0.63095,-1.28047,-5.06708,13,37.85018827
11/28/2018 5:06:18 AM,22,DCH,44:08.4,26:00.0,0,0,LG_HG2_NN_Char,3.74318,-0.15069,-0.73611,-1.283,-5.07656,13,37.74612963
11/28/2018 5:07:18 AM,22,DCH,45:08.4,27:00.0,0,0,LG_HG2_NN_Char,3.74234,-0.15325,-0.63095,-1.28554,-5.08604,13,37.64207099
11/28/2018 5:08:18 AM,22,DCH,46:08.4,28:00.0,0,0,LG_HG2_NN_Char,3.74133,-0.15325,-0.63095,-1.28807,-5.0955,13,37.53801235
11/28/2018 5:09:18 AM,22,DCH,47:08.4,29:00.0,0,0,LG_HG2_NN_Char,3.74049,-0.15325,-0.63095,-1.2906,-5.10498,13,37.4339537
11/28/2018 5:10:18 AM,22,DCH,48:08.4,30:00.0,0,0,LG_HG2_NN_Char,3.73964,-0.15325,-0.63095,-1.29314,-5.11448,13,37.32989506
11/28/2018 5:11:18 AM,22,DCH,49:08.4,31:00.0,0,0,LG_HG2_NN_Char,3.7388,-0.15325,-0.63095,-1.29567,-5.12395,13,37.22757469
11/28/2018 5:12:18 AM,22,DCH,50:08.4,32:00.0,0,0,LG_HG2_NN_Char,3.73796,-0.15069,-0.73611,-1.29821,-5.13343,13,37.12351605
11/28/2018 5:13:18 AM,22,DCH,51:08.4,33:00.0,0,0,LG_HG2_NN_Char,3.73712,-0.15325,-0.63095,-1.30074,-5.14291,13,37.01945741
11/28/2018 5:14:18 AM,22,DCH,52:08.4,34:00.0,0,0,LG_HG2_NN_Char,3.73627,-0.15325,-0.63095,-1.30328,-5.15238,13,36.91713704
11/28/2018 5:15:18 AM,22,DCH,53:08.4,35:00.0,0,0,LG_HG2_NN_Char,3.73543,-0.15069,-0.63095,-1.30581,-5.16184,13,36.81481667
11/28/2018 5:16:18 AM,22,DCH,54:08.4,36:00.0,0,0,LG_HG2_NN_Char,3.73459,-0.15069,-0.63095,-1.30834,-5.17131,13,36.71075802
11/28/2018 5:17:18 AM,22,DCH,55:08.4,37:00.0,0,0,LG_HG2_NN_Char,3.73374,-0.15325,-0.52579,-1.31088,-5.18078,13,36.60843765
11/28/2018 5:18:18 AM,22,DCH,56:08.4,38:00.0,0,0,LG_HG2_NN_Char,3.7329,-0.15069,-0.63095,-1.31343,-5.19028,13,36.50437901
11/28/2018 5:19:18 AM,22,DCH,57:08.4,39:00.0,0,0,LG_HG2_NN_Char,3.73189,-0.15325,-0.63095,-1.31596,-5.19974,13,36.40205864
11/28/2018 5:20:18 AM,22,DCH,58:08.4,40:00.0,0,0,LG_HG2_NN_Char,3.73122,-0.15069,-0.73611,-1.3185,-5.2092,13,36.29973827
11/28/2018 5:21:18 AM,22,DCH,59:08.4,41:00.0,0,0,LG_HG2_NN_Char,3.7302,-0.15069,-0.63095,-1.32103,-5.21865,13,36.19567963
11/28/2018 5:22:18 AM,22,DCH,00:08.4,42:00.0,0,0,LG_HG2_NN_Char,3.72936,-0.15325,-0.52579,-1.32356,-5.2281,13,36.09335926
11/28/2018 5:23:18 AM,22,DCH,01:08.4,43:00.0,0,0,LG_HG2_NN_Char,3.72852,-0.15069,-0.31548,-1.3261,-5.23756,13,35.98930062
11/28/2018 5:24:18 AM,22,DCH,02:08.4,44:00.0,0,0,LG_HG2_NN_Char,3.72768,-0.15325,-0.52579,-1.32864,-5.24702,13,35.88524198
11/28/2018 5:25:18 AM,22,DCH,03:08.4,45:00.0,0,0,LG_HG2_NN_Char,3.72683,-0.15325,-0.52579,-1.33117,-5.25647,13,35.7829216
11/28/2018 5:26:18 AM,22,DCH,04:08.4,46:00.0,0,0,LG_HG2_NN_Char,3.72582,-0.15069,-0.63095,-1.33371,-5.26592,13,35.67886296
11/28/2018 5:27:18 AM,22,DCH,05:08.4,47:00.0,0,0,LG_HG2_NN_Char,3.72498,-0.15325,-0.63095,-1.33624,-5.27537,13,35.57480432
11/28/2018 5:28:18 AM,22,DCH,06:08.4,48:00.0,0,0,LG_HG2_NN_Char,3.72414,-0.15325,-0.52579,-1.33878,-5.28481,13,35.47248395
11/28/2018 5:29:18 AM,22,DCH,07:08.4,49:00.0,0,0,LG_HG2_NN_Char,3.72329,-0.15069,-0.52579,-1.34132,-5.29425,13,35.37016358
11/28/2018 5:30:18 AM,22,DCH,08:08.4,50:00.0,0,0,LG_HG2_NN_Char,3.72245,-0.15069,-0.52579,-1.34385,-5.30369,13,35.26784321
11/28/2018 5:31:18 AM,22,DCH,09:08.4,51:00.0,0,0,LG_HG2_NN_Char,3.72161,-0.15069,-0.84127,-1.34638,-5.31312,13,35.16378457
11/28/2018 5:32:18 AM,22,DCH,10:08.4,52:00.0,0,0,LG_HG2_NN_Char,3.72077,-0.15325,-0.63095,-1.34892,-5.32255,13,35.0614642
11/28/2018 5:33:18 AM,22,DCH,11:08.4,53:00.0,0,0,LG_HG2_NN_Char,3.71992,-0.15069,-0.63095,-1.35146,-5.33199,13,34.95914383
11/28/2018 5:34:18 AM,22,DCH,12:08.4,54:00.0,0,0,LG_HG2_NN_Char,3.71908,-0.15069,-0.42063,-1.35399,-5.34141,13,34.85682346
11/28/2018 5:35:18 AM,22,DCH,13:08.4,55:00.0,0,0,LG_HG2_NN_Char,3.71824,-0.15069,-0.42063,-1.35653,-5.35086,13,34.75450309
11/28/2018 5:36:18 AM,22,DCH,14:08.4,56:00.0,0,0,LG_HG2_NN_Char,3.71739,-0.15069,-0.42063,-1.35906,-5.36027,13,34.65044444
11/28/2018 5:37:18 AM,22,DCH,15:08.4,57:00.0,0,0,LG_HG2_NN_Char,3.71638,-0.15325,-0.42063,-1.36159,-5.36968,13,34.5463858
11/28/2018 5:38:18 AM,22,DCH,16:08.4,58:00.0,0,0,LG_HG2_NN_Char,3.71554,-0.15325,-0.52579,-1.36414,-5.37913,13,34.44232716
11/28/2018 5:39:18 AM,22,DCH,17:08.4,59:00.0,0,0,LG_HG2_NN_Char,3.7147,-0.15325,-0.52579,-1.36668,-5.38857,13,34.33826852
11/28/2018 5:40:18 AM,22,DCH,18:08.4,00:00.0,0,0,LG_HG2_NN_Char,3.71385,-0.15325,-0.42063,-1.36921,-5.39798,13,34.23420988
11/28/2018 5:41:18 AM,22,DCH,19:08.4,01:00.0,0,0,LG_HG2_NN_Char,3.71284,-0.15325,-0.52579,-1.37174,-5.40739,13,34.13188951
11/28/2018 5:42:18 AM,22,DCH,20:08.4,02:00.0,0,0,LG_HG2_NN_Char,3.712,-0.15069,-0.52579,-1.37428,-5.4168,13,34.02956914
11/28/2018 5:43:18 AM,22,DCH,21:08.4,03:00.0,0,0,LG_HG2_NN_Char,3.71116,-0.15069,-0.63095,-1.37682,-5.42623,13,33.92724877
11/28/2018 5:44:18 AM,22,DCH,22:08.4,04:00.0,0,0,LG_HG2_NN_Char,3.71031,-0.15069,-0.73611,-1.37936,-5.43565,13,33.82319012
11/28/2018 5:45:18 AM,22,DCH,23:08.4,05:00.0,0,0,LG_HG2_NN_Char,3.70947,-0.15325,-0.73611,-1.38189,-5.44505,13,33.71913148
11/28/2018 5:46:18 AM,22,DCH,24:08.4,06:00.0,0,0,LG_HG2_NN_Char,3.70846,-0.15325,-0.73611,-1.38442,-5.45443,13,33.61681111
11/28/2018 5:47:18 AM,22,DCH,25:08.4,07:00.0,0,0,LG_HG2_NN_Char,3.70762,-0.15069,-0.63095,-1.38695,-5.46379,13,33.51449074
11/28/2018 5:48:18 AM,22,DCH,26:08.4,08:00.0,0,0,LG_HG2_NN_Char,3.70677,-0.15069,-0.52579,-1.38948,-5.47319,13,33.4104321
11/28/2018 5:49:18 AM,22,DCH,27:08.4,09:00.0,0,0,LG_HG2_NN_Char,3.70593,-0.15325,-0.42063,-1.39202,-5.48261,13,33.30637346
11/28/2018 5:50:18 AM,22,DCH,28:08.4,10:00.0,0,0,LG_HG2_NN_Char,3.70509,-0.15325,-0.63095,-1.39457,-5.49205,13,33.20405309
11/28/2018 5:51:18 AM,22,DCH,29:08.4,11:00.0,0,0,LG_HG2_NN_Char,3.70425,-0.15069,-0.73611,-1.3971,-5.50141,13,33.09999444
11/28/2018 5:52:18 AM,22,DCH,30:08.4,12:00.0,0,0,LG_HG2_NN_Char,3.70323,-0.15325,-0.52579,-1.39963,-5.5108,13,32.99767407
11/28/2018 5:53:18 AM,22,DCH,31:08.4,13:00.0,0,0,LG_HG2_NN_Char,3.70239,-0.15069,-0.63095,-1.40217,-5.5202,13,32.8953537
11/28/2018 5:54:18 AM,22,DCH,32:08.4,14:00.0,0,0,LG_HG2_NN_Char,3.70155,-0.15069,-0.63095,-1.4047,-5.52957,13,32.79129506
11/28/2018 5:55:18 AM,22,DCH,33:08.4,15:00.0,0,0,LG_HG2_NN_Char,3.70071,-0.15325,-0.52579,-1.40724,-5.53895,13,32.68723642
11/28/2018 5:56:18 AM,22,DCH,34:08.4,16:00.0,0,0,LG_HG2_NN_Char,3.69986,-0.15325,-0.42063,-1.40977,-5.54834,13,32.58491605
11/28/2018 5:57:18 AM,22,DCH,35:08.4,17:00.0,0,0,LG_HG2_NN_Char,3.69902,-0.15069,-0.42063,-1.41231,-5.55772,13,32.48259568
11/28/2018 5:58:18 AM,22,DCH,36:08.4,18:00.0,0,0,LG_HG2_NN_Char,3.69818,-0.15069,-0.52579,-1.41484,-5.56708,13,32.38027531
11/28/2018 5:59:18 AM,22,DCH,37:08.4,19:00.0,0,0,LG_HG2_NN_Char,3.69734,-0.15069,-0.73611,-1.41738,-5.57646,13,32.27621667
11/28/2018 6:00:18 AM,22,DCH,38:08.4,20:00.0,0,0,LG_HG2_NN_Char,3.69632,-0.15325,-0.63095,-1.41991,-5.58584,13,32.17215802
11/28/2018 6:01:18 AM,22,DCH,39:08.4,21:00.0,0,0,LG_HG2_NN_Char,3.69548,-0.15325,-0.52579,-1.42245,-5.5952,13,32.06809938
11/28/2018 6:02:18 AM,22,DCH,40:08.4,22:00.0,0,0,LG_HG2_NN_Char,3.69464,-0.15325,-0.42063,-1.42498,-5.60457,13,31.96404074
11/28/2018 6:03:18 AM,22,DCH,41:08.4,23:00.0,0,0,LG_HG2_NN_Char,3.6938,-0.15325,-0.31548,-1.42752,-5.61395,13,31.8599821
11/28/2018 6:04:18 AM,22,DCH,42:08.4,24:00.0,0,0,LG_HG2_NN_Char,3.69295,-0.15325,-0.52579,-1.43006,-5.62332,13,31.75766173
11/28/2018 6:05:18 AM,22,DCH,43:08.4,25:00.0,0,0,LG_HG2_NN_Char,3.69211,-0.15069,-0.63095,-1.4326,-5.63271,13,31.65360309
11/28/2018 6:06:18 AM,22,DCH,44:08.4,26:00.0,0,0,LG_HG2_NN_Char,3.6911,-0.15325,-0.63095,-1.43514,-5.64208,13,31.55128272
11/28/2018 6:07:18 AM,22,DCH,45:08.4,27:00.0,0,0,LG_HG2_NN_Char,3.69026,-0.15069,-0.52579,-1.43768,-5.65144,13,31.44722407
11/28/2018 6:08:18 AM,22,DCH,46:08.4,28:00.0,0,0,LG_HG2_NN_Char,3.68941,-0.15325,-0.52579,-1.44021,-5.6608,13,31.3449037
11/28/2018 6:09:18 AM,22,DCH,47:08.4,29:00.0,0,0,LG_HG2_NN_Char,3.68857,-0.15069,-0.52579,-1.44275,-5.67017,13,31.24084506
11/28/2018 6:10:18 AM,22,DCH,48:08.4,30:00.0,0,0,LG_HG2_NN_Char,3.6879,-0.15325,-0.52579,-1.44529,-5.67954,13,31.13678642
11/28/2018 6:11:18 AM,22,DCH,49:08.4,31:00.0,0,0,LG_HG2_NN_Char,3.68705,-0.15325,-0.52579,-1.44783,-5.6889,13,31.03446605
11/28/2018 6:12:18 AM,22,DCH,50:08.4,32:00.0,0,0,LG_HG2_NN_Char,3.68621,-0.15069,-0.73611,-1.45038,-5.6983,13,30.93040741
11/28/2018 6:13:18 AM,22,DCH,51:08.4,33:00.0,0,0,LG_HG2_NN_Char,3.6852,-0.15325,-0.63095,-1.45291,-5.7076,13,30.82808704
11/28/2018 6:14:18 AM,22,DCH,52:08.4,34:00.0,0,0,LG_HG2_NN_Char,3.68452,-0.15069,-0.63095,-1.45543,-5.71691,13,30.72576667
11/28/2018 6:15:18 AM,22,DCH,53:08.4,35:00.0,0,0,LG_HG2_NN_Char,3.68351,-0.15069,-0.63095,-1.45797,-5.72626,13,30.62170802
11/28/2018 6:16:18 AM,22,DCH,54:08.4,36:00.0,0,0,LG_HG2_NN_Char,3.68267,-0.15325,-0.63095,-1.4605,-5.7356,13,30.51764938
11/28/2018 6:17:18 AM,22,DCH,55:08.4,37:00.0,0,0,LG_HG2_NN_Char,3.68183,-0.15325,-0.63095,-1.46304,-5.74492,13,30.41532901
11/28/2018 6:18:18 AM,22,DCH,56:08.4,38:00.0,0,0,LG_HG2_NN_Char,3.68099,-0.15069,-0.63095,-1.46556,-5.75422,13,30.31127037
11/28/2018 6:19:18 AM,22,DCH,57:08.4,39:00.0,0,0,LG_HG2_NN_Char,3.68014,-0.15325,-0.63095,-1.4681,-5.76357,13,30.20721173
11/28/2018 6:20:18 AM,22,DCH,58:08.4,40:00.0,0,0,LG_HG2_NN_Char,3.6793,-0.15325,-0.63095,-1.47064,-5.7729,13,30.10315309
11/28/2018 6:21:18 AM,22,DCH,59:08.4,41:00.0,0,0,LG_HG2_NN_Char,3.67846,-0.15325,-0.52579,-1.47318,-5.78224,13,29.99909444
11/28/2018 6:22:18 AM,22,DCH,00:08.4,42:00.0,0,0,LG_HG2_NN_Char,3.67778,-0.15325,-0.63095,-1.47572,-5.79158,13,29.89677407
11/28/2018 6:23:18 AM,22,DCH,01:08.4,43:00.0,0,0,LG_HG2_NN_Char,3.67694,-0.15069,-0.63095,-1.47825,-5.80089,13,29.79271543
11/28/2018 6:24:18 AM,22,DCH,02:08.4,44:00.0,0,0,LG_HG2_NN_Char,3.6761,-0.15325,-0.63095,-1.48078,-5.81021,13,29.69039506
11/28/2018 6:25:18 AM,22,DCH,03:08.4,45:00.0,0,0,LG_HG2_NN_Char,3.67525,-0.15069,-0.52579,-1.48331,-5.81951,13,29.58807469
11/28/2018 6:26:18 AM,22,DCH,04:08.4,46:00.0,0,0,LG_HG2_NN_Char,3.67441,-0.15069,-0.63095,-1.48585,-5.82884,13,29.48401605
11/28/2018 6:27:18 AM,22,DCH,05:08.4,47:00.0,0,0,LG_HG2_NN_Char,3.67374,-0.15325,-0.52579,-1.48839,-5.83816,13,29.38169568
11/28/2018 6:28:18 AM,22,DCH,06:08.4,48:00.0,0,0,LG_HG2_NN_Char,3.67289,-0.15069,-0.52579,-1.49093,-5.84748,13,29.27937531
11/28/2018 6:29:18 AM,22,DCH,07:08.4,49:00.0,0,0,LG_HG2_NN_Char,3.67205,-0.15069,-0.63095,-1.49345,-5.85675,13,29.17705494
11/28/2018 6:30:18 AM,22,DCH,08:08.4,50:00.0,0,0,LG_HG2_NN_Char,3.67121,-0.15069,-0.63095,-1.49599,-5.86606,13,29.0729963
11/28/2018 6:31:18 AM,22,DCH,09:08.4,51:00.0,0,0,LG_HG2_NN_Char,3.67053,-0.15325,-0.52579,-1.49852,-5.87538,13,28.97067593
11/28/2018 6:32:18 AM,22,DCH,10:08.4,52:00.0,0,0,LG_HG2_NN_Char,3.66969,-0.15069,-0.52579,-1.50106,-5.88468,13,28.86835556
11/28/2018 6:33:18 AM,22,DCH,11:08.4,53:00.0,0,0,LG_HG2_NN_Char,3.66885,-0.15069,-0.63095,-1.5036,-5.89399,13,28.76429691
11/28/2018 6:34:18 AM,22,DCH,12:08.4,54:00.0,0,0,LG_HG2_NN_Char,3.66801,-0.15325,-0.63095,-1.50613,-5.90329,13,28.66197654
11/28/2018 6:35:18 AM,22,DCH,13:08.4,55:00.0,0,0,LG_HG2_NN_Char,3.66733,-0.15069,-0.73611,-1.50867,-5.91259,13,28.5579179
11/28/2018 6:36:18 AM,22,DCH,14:08.4,56:00.0,0,0,LG_HG2_NN_Char,3.66649,-0.15325,-0.73611,-1.51119,-5.92184,13,28.45385926
11/28/2018 6:37:18 AM,22,DCH,15:08.4,57:00.0,0,0,LG_HG2_NN_Char,3.66581,-0.15325,-0.63095,-1.51372,-5.93113,13,28.35153889
11/28/2018 6:38:18 AM,22,DCH,16:08.4,58:00.0,0,0,LG_HG2_NN_Char,3.66497,-0.15069,-0.63095,-1.51626,-5.94043,13,28.24748025
11/28/2018 6:39:18 AM,22,DCH,17:08.4,59:00.0,0,0,LG_HG2_NN_Char,3.66413,-0.15325,-0.63095,-1.51879,-5.94971,13,28.14515988
11/28/2018 6:40:18 AM,22,DCH,18:08.4,00:00.0,0,0,LG_HG2_NN_Char,3.66346,-0.15069,-0.73611,-1.52133,-5.95901,13,28.04110123
11/28/2018 6:41:18 AM,22,DCH,19:08.4,01:00.0,0,0,LG_HG2_NN_Char,3.66261,-0.15325,-0.63095,-1.52387,-5.96829,13,27.93878086
11/28/2018 6:42:18 AM,22,DCH,20:08.4,02:00.0,0,0,LG_HG2_NN_Char,3.66194,-0.15069,-0.63095,-1.5264,-5.97758,13,27.83646049
11/28/2018 6:43:18 AM,22,DCH,21:08.4,03:00.0,0,0,LG_HG2_NN_Char,3.6611,-0.15069,-0.63095,-1.52894,-5.98686,13,27.73414012
11/28/2018 6:44:18 AM,22,DCH,22:08.4,04:00.0,0,0,LG_HG2_NN_Char,3.66042,-0.15069,-0.52579,-1.53147,-5.99614,13,27.63008148
11/28/2018 6:45:18 AM,22,DCH,23:08.4,05:00.0,0,0,LG_HG2_NN_Char,3.65958,-0.15325,-0.63095,-1.53401,-6.00542,13,27.52776111
11/28/2018 6:46:18 AM,22,DCH,24:08.4,06:00.0,0,0,LG_HG2_NN_Char,3.65874,-0.15069,-0.42063,-1.53654,-6.0147,13,27.42370247
11/28/2018 6:47:18 AM,22,DCH,25:08.4,07:00.0,0,0,LG_HG2_NN_Char,3.65806,-0.15325,-0.52579,-1.53908,-6.02398,13,27.3213821
11/28/2018 6:48:18 AM,22,DCH,26:08.4,08:00.0,0,0,LG_HG2_NN_Char,3.65739,-0.15069,-0.63095,-1.54161,-6.03325,13,27.21906173
11/28/2018 6:49:18 AM,22,DCH,27:08.4,09:00.0,0,0,LG_HG2_NN_Char,3.65654,-0.15069,-0.63095,-1.54415,-6.04252,13,27.11500309
11/28/2018 6:50:18 AM,22,DCH,28:08.4,10:00.0,0,0,LG_HG2_NN_Char,3.65587,-0.15325,-0.52579,-1.54668,-6.05179,13,27.01094444
11/28/2018 6:51:18 AM,22,DCH,29:08.4,11:00.0,0,0,LG_HG2_NN_Char,3.6552,-0.15325,-0.52579,-1.54922,-6.06106,13,26.9068858
11/28/2018 6:52:18 AM,22,DCH,30:08.4,12:00.0,0,0,LG_HG2_NN_Char,3.65435,-0.15325,-0.52579,-1.55175,-6.07032,13,26.80456543
11/28/2018 6:53:18 AM,22,DCH,31:08.4,13:00.0,0,0,LG_HG2_NN_Char,3.65368,-0.15069,-0.52579,-1.55429,-6.07959,13,26.70050679
11/28/2018 6:54:18 AM,22,DCH,32:08.4,14:00.0,0,0,LG_HG2_NN_Char,3.653,-0.15325,-0.63095,-1.55682,-6.08885,13,26.59818642
11/28/2018 6:55:18 AM,22,DCH,33:08.4,15:00.0,0,0,LG_HG2_NN_Char,3.65216,-0.15069,-0.63095,-1.55936,-6.09811,13,26.49412778
11/28/2018 6:56:18 AM,22,DCH,34:08.4,16:00.0,0,0,LG_HG2_NN_Char,3.65149,-0.15325,-0.52579,-1.5619,-6.10737,13,26.39180741
11/28/2018 6:57:18 AM,22,DCH,35:08.4,17:00.0,0,0,LG_HG2_NN_Char,3.65081,-0.15069,-0.52579,-1.56443,-6.11664,13,26.28948704
11/28/2018 6:58:18 AM,22,DCH,36:08.4,18:00.0,0,0,LG_HG2_NN_Char,3.64997,-0.15069,-0.52579,-1.56697,-6.12589,13,26.1854284
11/28/2018 6:59:18 AM,22,DCH,37:08.4,19:00.0,0,0,LG_HG2_NN_Char,3.6493,-0.15325,-0.52579,-1.5695,-6.13515,13,26.08136975
11/28/2018 7:00:18 AM,22,DCH,38:08.4,20:00.0,0,0,LG_HG2_NN_Char,3.64862,-0.15325,-0.73611,-1.57204,-6.14441,13,25.97731111
11/28/2018 7:01:18 AM,22,DCH,39:08.4,21:00.0,0,0,LG_HG2_NN_Char,3.64795,-0.15325,-0.63095,-1.57458,-6.15367,13,25.87325247
11/28/2018 7:02:18 AM,22,DCH,40:08.4,22:00.0,0,0,LG_HG2_NN_Char,3.64727,-0.15325,-0.52579,-1.57711,-6.16291,13,25.7709321
11/28/2018 7:03:18 AM,22,DCH,41:08.4,23:00.0,0,0,LG_HG2_NN_Char,3.64643,-0.15069,-0.52579,-1.57965,-6.17216,13,25.66687346
11/28/2018 7:04:18 AM,22,DCH,42:08.4,24:00.0,0,0,LG_HG2_NN_Char,3.64576,-0.15325,-0.52579,-1.58219,-6.1814,13,25.56455309
11/28/2018 7:05:18 AM,22,DCH,43:08.4,25:00.0,0,0,LG_HG2_NN_Char,3.64525,-0.15069,-0.63095,-1.58472,-6.19064,13,25.46049444
11/28/2018 7:06:18 AM,22,DCH,44:08.4,26:00.0,0,0,LG_HG2_NN_Char,3.64441,-0.15325,-0.63095,-1.58725,-6.19987,13,25.3564358
11/28/2018 7:07:18 AM,22,DCH,45:08.4,27:00.0,0,0,LG_HG2_NN_Char,3.64373,-0.15325,-0.63095,-1.5898,-6.20914,13,25.25237716
11/28/2018 7:08:18 AM,22,DCH,46:08.4,28:00.0,0,0,LG_HG2_NN_Char,3.64306,-0.15325,-0.63095,-1.59234,-6.2184,13,25.15005679
